participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
700,1,0,15,11,0,,,1,,1,0,,,,,,,,0,,,,1,,,0,1,,,1,,,1,,1,,0,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,0,0,13,4,1,,,1,,,,1,,,,,,,0,,1,,,1,,,0,,,,0,,,,0,,,,,,,0,,0,,-1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,0,2,1,1,,,1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,,0,5,3,0,,,1,,,0,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,,0,6,2,2,,,-1,,-1,,0,,,,,,,,,,,,,1,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,1,0,13,12,1,,,1,,,,1,,,,,,,,,1,1,,1,,1,,,,,,,,,1,1,,,,1,,1,,1,,-1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,2,0,7,7,0,,,1,,,,1,,,,,,,,,,1,1,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,1,0,13,9,1,,,1,,1,,,,,,,,,0,0,1,,,,1,,1,,,,,,1,,,0,,1,,,,,,,,-1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,0,0,7,0,1,,,0,,,,0,,,,,,,,-1,,,,,,,0,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,1,0,15,10,2,,,1,,,,-1,,,,,,,0,,,1,,1,1,1,,,,1,,,1,,0,,,,,1,,0,,1,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,2,0,9,5,0,,,1,,,,1,,,,,,,,,,,,,,1,1,,,,0,,1,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1,0,21,13,2,,,1,,1,0,-1,,,,,,,,,,,0,-1,1,1,,,,,1,1,1,,1,1,0,1,,1,0,0,,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,2,0,7,7,0,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,,0,5,4,1,,,1,,,,,,,,,,,1,-1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,1,0,21,13,0,,,1,,1,0,,,,,,,,,0,1,,1,1,,,,,,1,1,1,1,,1,,,1,,1,0,0,,0,,0,,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,1,0,19,15,1,,,1,,1,1,1,,,,,,,,1,1,0,,1,,,1,,,-1,1,,,,,1,,1,,1,0,,,,,0,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,0,0,14,4,1,,,1,,1,,0,,,,,,,,,,,0,,0,,0,,,,,,0,,,0,,0,,0,,1,,,,-1,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,0,0,23,5,4,,,0,,0,0,0,,,,,,,0,0,,1,0,0,0,,,,,0,,1,1,,0,-1,0,0,,,1,-1,,0,,-1,-1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,1,0,9,6,1,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,0,,,,,,1,,,1,,,,,,,0,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,,0,5,0,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,1,0,26,14,4,,,1,,0,,-1,,,,,,,,0,0,,1,1,1,1,,,,1,0,1,,,1,1,0,1,,,1,1,,-1,,,0,,0,0,,-1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,1,0,9,7,1,,,1,,,-1,,,,,,,,,,,0,,,,,1,,,,,,,,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,1,0,18,14,4,,,1,,,,,,,,,,,1,-1,,-1,1,1,,1,,,,,,1,,,,,,,,1,,1,,-1,,-1,1,,1,1,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,0,0,7,3,2,,,1,,,,-1,,,,,,,,,,,1,-1,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,1,1,20,16,2,,,1,,,0,1,,,,,,,,1,1,-1,1,1,1,,,,,,,1,1,,,,,1,,1,0,1,,,,,-1,,1,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
887,,0,4,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,-1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,0,0,7,3,0,,,1,,,,0,,,,,,,,,,,,0,1,,,,,,,,,,0,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,,0,6,3,0,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,0,0,10,4,2,,,1,,,,-1,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,0,,,,,,,,1,,1,0,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,0,0,29,3,2,,,1,,,-1,0,,,,,,,0,-1,0,0,0,,0,0,,,,0,0,0,0,,0,0,0,1,,0,,0,,,,,,,0,1,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,0,0,8,5,0,,,0,,,0,,,,,,,,,,,,,,1,,,,,,,1,,,,0,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,0,0,16,7,0,,,1,,,,0,,,,,,,0,0,,,,,1,,,,,,,1,1,,0,,,,,,0,1,,,,0,,,,,,1,,,0,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
967,0,0,16,1,0,,,0,,0,0,0,,,,,,,,,,,0,,,,,,,,,0,,,0,0,,,,1,,0,,0,,0,0,,,,,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
973,1,0,17,10,1,,,1,,,,0,,,,,,,1,,1,,1,1,,,,,,,-1,1,1,,0,0,0,,,,,,,,,0,,,,,,,1,,0,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
977,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,,0,2,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,0,0,10,7,2,,,1,,,,,,,,,,,1,,1,-1,,,1,,,,,,,,,,0,,,,,,,,,-1,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
1000,1,0,24,23,0,,,1,,1,1,1,,,,,,,1,,,1,1,0,1,1,,,,1,,,,,1,,1,1,,1,,1,,,,,1,,1,,1,,1,,1,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
1001,0,0,31,6,0,,,1,,0,0,0,,,,,,,0,,1,0,,0,0,0,0,,,0,0,,,,0,0,0,0,,1,,,,0,,,1,,0,,,1,0,0,,,,0,0,,,0,0,,0,1,0,,,,,,,,,,,,,,,,,,,
1005,1,0,21,11,1,,,1,,,0,0,,,,,,,,-1,,,,1,,1,,,,,,0,1,,,,1,1,,,,0,,,,0,,,1,,1,1,0,,0,,,,1,,,0,,,,1,0,,,,,,,,,,,,,,,,,,,
1008,,0,6,5,1,,,1,,,-1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,0,0,10,5,1,,,1,,,,0,,,,,,,,,1,,,,0,,,,,,,,1,,0,,,0,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,
1028,0,0,8,5,0,,,1,,,,,,,,,,,0,,,,,,,,1,,,,1,,,,0,,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1049,1,0,19,14,0,,,1,,1,1,,,,,,,,0,,,,1,,,1,1,,,,1,1,,,,,,,,,,1,,0,,0,1,,,,1,,,1,,,,,,,1,1,0,,0,,,,,,,,,,,,,,,,,,,,,
1051,1,0,20,14,1,,,1,,,,,,,,,,,0,,1,,,1,1,1,,,,0,,1,1,,,1,0,,,,,-1,,1,,0,,,,,1,1,,,,,,,1,,1,0,,,,,1,,,,,,,,,,,,,,,,,,,
1057,1,1,29,11,3,,,0,,-1,-1,-1,,,,,,,,0,0,0,1,0,1,1,,,,0,0,,1,,0,0,0,1,,,0,1,,,,,,,,1,,0,,0,,,,1,,,1,,0,,0,,1,,1,,,,,,,,,,,,,,,,,
1066,,0,4,1,3,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,0,0,22,13,9,,,1,,,-1,-1,,,,,,,1,-1,,1,,-1,1,,1,,,,,,,,1,-1,1,1,,1,,-1,,-1,,,,,,,,,,,-1,,,,-1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,
1074,0,0,10,5,0,,,1,,,,0,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,,,,1,,,,,,,,1,,,1,,1,,,0,,,,,,,,,,,,,,,,,,,,
1084,0,1,13,1,1,,,0,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,,0,0,,,,-1,,0,,,,,1,,,,,,,,,,,,,,,,
1094,,0,3,2,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1104,0,0,11,7,3,,,1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,1,,-1,,-1,,,,,1,1,,1,,1,,,,,,,,,,,0,,,,,1,,,,,,,,,,,,,,,,
1111,,0,6,3,2,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,-1,,,1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1113,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,,0,5,2,0,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1132,,0,5,5,0,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
1137,0,1,19,10,3,,,1,,,-1,,,,,,,,,,,1,0,,0,,0,,,-1,,,1,,,1,-1,,,1,,,,,,,,,,,0,,,,,,,0,1,,,1,,,,1,,,,,0,,,1,1,,,,,,,,,,,
1141,1,0,15,12,0,,,1,,,1,,,,,,,,0,0,,,,,,,1,,,,0,,,,1,,,1,,,,,,,,,1,,,,1,,,1,,,,,,,,,1,,,,1,,,,1,,,1,,,,,,,,,,,,
1147,0,0,12,6,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,1,0,1,,,,,,0,,,0,,,,,,,,,,,,1,,0,,,,,,0,-1,,,,,,,,,,,,,,,,,,,,,,,,
1160,,0,6,3,0,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1164,,0,2,2,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
1189,1,0,24,18,6,,,1,,1,-1,-1,,,,,,,-1,,,,,,1,,,,,,,,1,,,,1,,,1,,1,,1,,1,-1,,,,,1,1,1,1,,,,1,,1,1,,,-1,,1,,,,1,-1,,,,,,,,,,,,,,
1203,0,0,20,14,6,,,1,,,-1,,,,,,,,,,,,1,-1,,,,,,,1,1,,,,1,-1,1,,,1,-1,,1,,,-1,,,,,,,,,,,1,,,1,1,,,,,,,,1,,,,1,,1,-1,,,,,,,,,
1204,0,0,12,10,2,,,1,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,1,-1,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,-1,,,,,,,,,,1,,1,,,,,,,,,
1212,0,0,7,4,1,,,1,,,-1,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,
1298,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,,0,5,4,0,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1327,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,0,1,31,12,10,,,1,,0,-1,-1,,,,,,,0,0,1,,1,-1,-1,-1,,,,,,,1,,0,-1,-1,,,1,,,,,,,0,,,1,,1,1,,,,,,1,,0,-1,,,0,,,,,0,1,,,,-1,0,,1,-1,,,,,,1,
1329,,0,4,4,0,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,0,0,7,4,2,,,-1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,-1,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
1337,0,0,8,4,0,,,1,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,1,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1344,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,,0,6,6,0,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,
1363,,0,2,2,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1375,1,0,11,7,2,,,1,,,,,,,,,,,,,,,1,-1,,0,1,,,,,1,,,,,,,,,,,,,,-1,,,,1,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,,,
1382,0,0,11,1,0,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0,,,,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,,,
1383,,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,,0,5,4,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,
1412,,0,5,2,2,,,1,,1,-1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,1,0,20,13,0,,,1,,1,,0,,,,,,,1,,,0,,,1,0,,,,,,,1,,,,,,,,,0,,,,,1,,,,1,1,,1,1,,,,1,,,1,1,,,,,,,,,,,,0,,0,,,,0,,,,,
1426,0,0,16,10,3,,,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,0,,,,,,-1,,1,,,1,1,,1,,,-1,,,,,,,,0,,,,1,,,,,,,,1,,-1,,,,,,
1427,0,0,12,5,3,,,1,,,-1,,,,,,,,0,-1,,,,,1,,,,,,0,,,,,,,,,,,,,,,,1,,0,1,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,-1,,,,
1448,1,0,28,23,1,,,1,,1,1,,,,,,,,1,,,,,-1,1,1,,,,,,1,1,,1,,1,1,,1,1,1,,,,0,,,,1,1,,1,1,1,,,,,,,1,,,,1,,,,,,,,0,,1,0,,0,,,,1,,,
1456,,0,6,3,2,,,1,,,,-1,,,,,,,,-1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
1459,1,0,7,7,0,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,1,0,24,18,0,,,1,,,0,,,,,,,,,,1,1,,,1,1,,,,1,,,,,,1,,1,,,1,,,0,,,0,,,,,,,,,,,1,1,,,,1,,,1,1,,,,1,,,,,,1,,1,1,,0,0,0,,
1484,0,0,14,8,3,,,1,,,-1,1,,,,,,,,,,,-1,,,,,,,,0,,,,1,,,,,1,1,,,,,0,,,1,,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,0,,,,,1,,
1487,1,0,13,12,1,,,1,,,,,,,,,,,1,-1,,,,,,,,,,,,1,1,,,,,1,,,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,
1488,,0,6,5,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,
1493,,0,2,2,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,,0,3,3,0,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,0,0,21,12,4,,,1,,,,0,,,,,,,,0,1,,,,1,-1,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,,1,-1,,1,,1,,,,1,,,,,0,,1,,,0,-1,,1,,-1,1,1,,
1532,,0,5,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,,,
1533,1,0,26,20,3,,,1,,,,-1,,,,,,,0,,1,1,,,1,1,1,,,0,,,1,,1,1,,,,1,,,,,,,,,,1,1,,1,,-1,,,0,,,,1,,,,,,,,,1,,,1,1,1,,,1,1,,,,-1,,
1557,0,0,10,7,0,,,1,,,0,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,0,,,,
1561,,0,5,3,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,
13,0,0,15,4,6,,,,-1,-1,,0,,,,,,,,,,,,,,,,,,,0,1,,,,-1,,-1,,1,,0,,0,,,,,,,,,-1,1,,,,,1,,,-1,,,,,0,,,,,,,,,,,,,,,,,,,
82,,0,1,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,0,1,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,0,1,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,0,1,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,0,1,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,0,2,2,0,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,0,3,2,0,,,,,0,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,0,0,7,4,1,,,,,0,0,-1,,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,0,5,2,0,,,,,0,0,1,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,0,3,1,0,,,,,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,0,5,4,0,,,,,1,,,1,,,,,,,,,1,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,0,0,7,3,0,,,,,0,,,0,,,,,,,,1,,,,0,,1,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,0,5,2,1,,,,,0,,,0,,,,,,,,,,1,,,,,,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,0,0,8,2,0,,,,,0,,0,,,,,,,0,0,1,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,0,1,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,0,3,1,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,0,1,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,0,2,1,0,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,,0,4,4,0,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,0,4,1,0,,,,,0,,,,,,,,,,,,,1,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,,0,1,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,0,0,8,5,0,,,,,1,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,0,5,4,1,,,,,1,,,,,,,,,,-1,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,0,6,3,0,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,0,2,0,1,,,,,0,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,1,0,8,7,1,,,,,1,1,,,,,,,,1,,1,-1,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,,0,6,0,0,,,,,0,,0,,,,,,,,,,,,,,,,,,0,,,,,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,0,4,3,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,2,0,8,6,2,,,,,1,-1,,,,,,,,,-1,,1,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,1,0,12,9,0,,,,,1,,,,,,,,,,,1,,,,,,1,,,0,,,1,,0,1,0,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,1,0,13,9,3,,,,,1,,,,,,,,,,-1,,,,,0,,1,,,,-1,,1,,1,1,1,1,,,,1,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,0,2,2,0,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
